name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Space Tyrant,2018-02-27,2018,2,Blue Wizard Digital,Indie;Strategy,17.09,20000-50000,20000,368,0.883,True,False,False,True,False,562230,False
The Spirit Underneath,2017-01-02,2017,1,Acuze Interactives,Violent;Adventure;Indie,0.9,200000-500000,200000,88,0.318,True,False,True,False,True,562240,False
Beastmancer,2017-10-05,2017,10,Autarca,Indie;RPG;Strategy,12.53,0-20000,0,51,0.784,True,False,False,False,True,562250,False
WAVESHAPER,2017-05-03,2017,5,GAMES FOR HUMANS,Action;Casual;Indie,1.93,0-20000,0,47,0.915,True,False,False,False,True,562260,False
Shot Shot Tactic,2016-12-01,2016,12,Indie Game Group,Violent;Gore;Action;Casual;Indie;Early Access,3.18,200000-500000,200000,450,0.433,True,True,True,False,True,562270,False
＜/reality＞,2017-04-18,2017,4,Fancy Fish Games,Adventure;Indie,10.25,0-20000,0,23,0.826,True,False,False,False,True,562280,False
Knights of Galiveth,2017-05-01,2017,5,LunarCore Games;Challudym,Action;Indie;RPG,0.0,0-20000,0,18,0.611,True,False,False,False,True,562290,True
Spacecats with Lasers : The Outerspace,2017-05-24,2017,5,Bitten Toast Games Inc.;Guilherme Cunha;Thiago Adamo;Daniel Snd,Action;Casual;Indie,2.27,0-20000,0,10,0.9,True,False,False,False,True,562310,False
Locked In VR,2016-12-01,2016,12,Immersion,Violent;Gore;Adventure;Indie,5.46,0-20000,0,38,0.816,True,True,False,False,True,562320,False
Dwarflings,2017-03-16,2017,3,Starwind Games,Adventure;Indie;RPG;Strategy,2.38,0-20000,0,46,0.739,True,False,False,False,True,562330,False
"Planes, Bullets and Vodka",2016-12-13,2016,12,NukGames,Action;Casual;Indie,0.9,200000-500000,200000,644,0.88,True,True,True,True,True,562360,False
Panty Party,2017-01-24,2017,1,Animu Game,Action;Adventure;Casual;Indie;Simulation,7.97,20000-50000,20000,705,0.926,True,False,False,True,True,562410,False
Alien Hostage,2018-10-01,2018,10,Four Winged Studio,Casual;Indie;Simulation;Strategy,2.27,50000-100000,50000,105,0.581,True,False,True,False,False,562430,False
Salvage Op,2016-12-12,2016,12,D.W.S.,Action;Indie,0.9,0-20000,0,22,0.273,True,True,False,False,True,562450,False
Radium 2,2017-03-01,2017,3,Develobster,Action;Indie,4.55,0-20000,0,24,0.958,True,False,False,False,True,562460,False
EvilMorph,2017-02-03,2017,2,ClickGames,Action;Adventure;Indie,3.18,20000-50000,20000,90,0.856,True,False,False,True,True,562490,False
Warstone TD,2018-05-23,2018,5,Battlecruiser Games,Indie;Strategy,12.53,20000-50000,20000,1418,0.894,True,False,False,True,False,562500,False
Attempt[42],2016-12-08,2016,12,ThinkOfGames,Action;Casual;Indie,2.27,50000-100000,50000,78,0.487,True,True,True,False,True,562520,False
Access Denied,2016-12-16,2016,12,Stately Snail,Casual;Indie,2.27,20000-50000,20000,189,0.836,True,True,False,True,True,562570,False
Our Wonderful World,2016-11-29,2016,11,White Rabbit Games,Casual;Indie,0.9,20000-50000,20000,18,0.556,True,True,False,False,True,562600,False
Introvert Quest,2017-03-15,2017,3,Amaterasu Software,Adventure;Casual;Indie;RPG,4.55,200000-500000,200000,55,0.655,True,False,True,False,True,562640,False
Pandarama: The Lost Toys,2016-12-15,2016,12,goonswarm,Casual;Indie,0.9,0-20000,0,38,0.842,True,True,False,False,True,562660,False
Masha Rescues Grandma,2016-12-23,2016,12,Starodymov,Adventure;Casual;Indie,3.18,20000-50000,20000,63,0.476,True,True,False,False,True,562670,False
The Wizards Who Fell In A Hole,2016-12-09,2016,12,Battenberg Software,Action;Adventure;Casual;Indie,1.81,0-20000,0,6,1.0,True,True,False,False,True,562680,False
Immersion,2016-11-29,2016,11,Bullid Games,Action;Adventure;Casual;Indie,7.97,50000-100000,50000,32,0.25,True,True,True,False,True,562690,False
Paintball 707,2016-11-30,2016,11,Lotte|EoD,Action;Casual;Indie;Massively Multiplayer;Simulation;Sports,4.55,0-20000,0,54,0.5,True,True,False,False,True,562700,False
MechDefender,2017-03-21,2017,3,Badim,Action;Casual;Indie;Strategy;Early Access,4.55,50000-100000,50000,19,0.421,True,False,True,False,True,562730,False
ZombiesTown VR,2016-12-08,2016,12,GMD Studio,Violent;Action;Adventure;Indie;RPG,5.46,0-20000,0,8,0.875,True,True,False,False,True,562740,False
KORABLIK,2017-02-14,2017,2,Nuked Games,Casual;Indie;Simulation,0.9,200000-500000,200000,81,0.691,True,False,True,False,True,562760,False
HOUND,2017-03-28,2017,3,Nick Shesterin,Indie;Simulation;Early Access,7.97,0-20000,0,52,0.404,True,False,False,False,True,562800,False
Ion Maiden,2018-02-28,2018,2,"Voidpoint, LLC",Action;Indie;Early Access,17.66,20000-50000,20000,991,0.972,True,False,False,True,False,562860,False
Desolate Wastes: Vendor Chronicles,2017-07-21,2017,7,Rotatipyra,Action;Casual;Indie;Simulation;Strategy,1.81,100000-200000,100000,123,0.545,True,False,True,False,True,563120,False
The Cows Are Watching,2016-12-08,2016,12,VIS-Games,Action;Indie,3.18,0-20000,0,23,0.696,True,True,False,False,True,563130,False
interLOGIC,2017-02-07,2017,2,phime studio LLC,Casual;Indie,1.81,20000-50000,20000,38,0.789,True,False,False,False,True,563150,False
Graveball,2018-07-31,2018,7,Goin' Yumbo Games,Action;Indie;Sports,4.55,0-20000,0,13,0.846,True,False,False,False,False,563170,False
Dispersio,2016-12-01,2016,12,Achpile,Adventure;Indie,0.9,0-20000,0,50,0.96,True,True,False,True,True,563180,False
Lemuria: Lost in Space,2017-03-17,2017,3,EJRGames,Adventure;Indie;RPG,10.25,0-20000,0,16,0.625,True,False,False,False,True,563250,False
Mountain Trap: The Manor of Memories,2016-12-13,2016,12,Color Brush Studio,Casual;Indie,5.69,0-20000,0,48,0.5,True,True,False,False,True,563320,False
Mountain Trap 2: Under the Cloak of Fear,2016-12-14,2016,12,Color Brush Studio,Casual;Indie,5.69,0-20000,0,32,0.656,True,True,False,False,True,563330,False
Blue Tear,2016-12-16,2016,12,MysteryTag,Casual;Indie,6.37,0-20000,0,68,0.544,True,True,False,False,True,563340,False
Market Tycoon,2017-05-11,2017,5,Protection Games,Casual;Indie;RPG;Simulation;Strategy;Early Access,10.25,0-20000,0,131,0.618,True,False,False,False,True,563360,False
Don't Touch The Zombies,2017-05-11,2017,5,Tlakali Game Studio,Action;Casual;Indie,7.97,0-20000,0,4,0.75,True,False,False,False,True,563370,False
Shadows,2017-08-24,2017,8,Logan Apple,Adventure;Indie,3.18,0-20000,0,5,0.8,True,False,False,False,True,563380,False
Children of the Galaxy,2017-03-14,2017,3,"Filip Dusek, Empty Keys",Indie;Simulation;Strategy;Early Access,17.09,0-20000,0,11,0.909,True,False,False,False,True,563390,False
Ludu,2016-12-04,2016,12,Léo-Games,Adventure;Free to Play;Indie,0.0,0-20000,0,54,0.778,True,True,False,False,True,563400,True
Necroball,2017-01-09,2017,1,King Crow Studios,Action;Casual;Indie;RPG;Sports;Strategy;Early Access,6.37,0-20000,0,11,0.909,True,False,False,False,True,563410,False
The 8th Day,2018-08-15,2018,8,Tainted Games,Indie;Early Access,0.9,0-20000,0,17,0.353,True,False,False,False,False,563500,False
Nevrosa: Escape,2017-12-22,2017,12,GexagonVR,Action;Adventure;Casual;Indie,12.98,0-20000,0,64,0.875,True,True,False,True,True,563550,False
DragonWingsVR,2016-12-11,2016,12,Wyrmbyte,Action;Casual;Indie;Racing;Simulation;Sports,7.97,0-20000,0,10,0.2,True,True,False,False,True,563680,False
Loops of Zen,2017-08-10,2017,8,"Strength in Numbers Studios, Inc",Casual;Indie,2.27,0-20000,0,22,0.955,True,False,False,False,True,563710,False
Fumiko!,2017-02-13,2017,2,Fumiko Games,Adventure;Indie,5.69,0-20000,0,42,0.929,True,False,False,False,True,563810,False
The Edgelands,2017-05-09,2017,5,Marshlight Software,Adventure;Indie,5.69,0-20000,0,14,0.714,True,False,False,False,True,563860,False
Guardian Of December,2016-11-30,2016,11,Vidas Salavejus,Adventure;Casual;Indie;RPG;Strategy,4.55,0-20000,0,14,0.5,True,True,False,False,True,563910,False
ZANGEKI WARP,2017-02-15,2017,2,ASTRO PORT,Action;Indie,5.46,0-20000,0,16,1.0,True,False,False,False,True,564040,False
Bud Spencer & Terence Hill - Slaps And Beans,2018-04-20,2018,4,Trinity Team srls,Action;Adventure;Indie,17.66,20000-50000,20000,746,0.941,True,False,False,True,False,564050,False
Metagalactic Blitz,2017-11-16,2017,11,Pixelvex LLC,Action;Indie,0.0,0-20000,0,17,0.941,True,True,False,False,True,564080,True
Deadly Edge,2017-07-28,2017,7,Bison Kings Game Studios,Action;Adventure;Indie,7.97,0-20000,0,5,0.4,True,False,False,False,True,564100,False
Juniper Theory,2016-12-19,2016,12,Juniper Theory,Indie;Strategy;Early Access,6.37,0-20000,0,1,0.0,True,True,False,False,True,564140,False
Rosenkreuzstilette,2017-02-02,2017,2,[erka:es];Darksquid Media,Action;Indie,7.97,0-20000,0,191,0.817,True,False,False,True,True,564150,False
Rosenkreuzstilette Freudenstachel,2017-10-17,2017,10,[erka:es];Darksquid Media,Action;Indie,12.07,0-20000,0,60,0.917,True,False,False,True,True,564160,False
Fishermurs,2017-04-14,2017,4,Reward Hunters,Action;Indie;Massively Multiplayer,0.9,20000-50000,20000,16,0.812,True,False,False,False,True,564210,False
Santa's Special Delivery,2016-12-11,2016,12,Drunk Robot Games;Effinvance,Violent;Gore;Action;Indie,2.27,0-20000,0,10,0.9,True,True,False,False,True,564420,False
Battle for Orion 2,2017-03-23,2017,3,Infinite Loop Games,Indie;Strategy,12.53,0-20000,0,42,0.857,True,False,False,False,True,564470,False
The Great Wobo Escape,2017-09-29,2017,9,gamifi.cc games,Action;Adventure;Casual;Indie,3.18,0-20000,0,8,1.0,True,False,False,False,True,564480,False
TheScreamer VR,2017-02-03,2017,2,LunarCitySeven,Indie;Simulation,0.9,0-20000,0,10,0.6,True,False,False,False,True,564520,False
Scar of the Doll,2017-04-20,2017,4,Child-Dream,Adventure;Casual;Indie,3.29,0-20000,0,16,0.75,True,False,False,False,True,564700,False
Werther Quest,2017-01-18,2017,1,Blueberry Studio,Action;Adventure;Casual;Indie;RPG;Strategy,3.18,0-20000,0,12,0.667,True,False,False,False,True,564720,False
Dimension Jump,2017-03-15,2017,3,Redpoint Games,Indie,12.98,0-20000,0,36,0.778,True,False,False,False,True,564750,False
Ticket,2017-03-10,2017,3,magicdweedoo,Action;Adventure;Indie,5.46,0-20000,0,29,0.966,True,False,False,False,True,564810,False
Space Hotel,2017-01-04,2017,1,NHLislive,Indie,1.81,0-20000,0,52,0.385,True,False,False,False,True,564900,False
Smoots Tennis Survival Zombie,2016-12-20,2016,12,Kaneda Games,Casual;Indie;Sports,4.55,0-20000,0,3,0.333,True,True,False,False,True,564920,False
Alone With You,2017-02-09,2017,2,Benjamin Rivers Inc.,Adventure;Indie,7.97,0-20000,0,38,0.816,True,False,False,False,True,564940,False
Olav: the story of one boy,2017-04-30,2017,4,rupiwood,Adventure;Casual;Indie,2.27,0-20000,0,9,0.778,True,False,False,False,True,564990,False
Blueshift,2016-12-21,2016,12,Zach Tsiakalis-Brown;Raul Bravo,Casual;Free to Play;Indie;Racing;Simulation;Early Access,0.0,50000-100000,50000,169,0.822,True,True,True,True,True,565030,True
Mobile Astro,2016-12-15,2016,12,Raxasoft Games,Action;Indie,0.0,20000-50000,20000,18,0.944,True,True,False,False,True,565110,True
The Station,2018-02-19,2018,2,The Station,Adventure;Indie,12.98,0-20000,0,329,0.812,True,False,False,True,False,565120,False
Gem Monster,2016-12-17,2016,12,keggame,Adventure;Casual;Indie,2.27,0-20000,0,25,0.8,True,True,False,False,True,565200,False
Hyperun,2017-09-08,2017,9,Concrete Games,Indie;Racing;Sports,5.46,0-20000,0,68,0.941,True,False,False,True,True,565390,False
Tier 1,2017-03-16,2017,3,100 Plus Games llc,Action;Indie;Simulation;Strategy;Early Access,4.55,0-20000,0,1,0.0,True,False,False,False,True,565490,False
The Turkey of Christmas Past,2016-12-19,2016,12,Dinan Studios,Action;Indie,6.83,0-20000,0,11,0.727,True,True,False,False,True,565540,False
Colorful Life,2017-07-17,2017,7,Oneironaut Academy LLC,Casual;Indie,0.0,0-20000,0,14,0.357,True,False,False,False,True,565640,True
SWAM,2017-01-05,2017,1,Paul O'Bar,Action;Adventure;Casual;Indie,1.93,0-20000,0,4,0.75,True,False,False,False,True,565650,False
Akihabara - Feel the Rhythm,2017-01-26,2017,1,JMJ Interactive,Action;Indie,4.55,0-20000,0,38,0.658,True,False,False,False,True,565660,False
Ayakashigami,2016-12-21,2016,12,Kurenaibook,Adventure;Casual;Indie,5.92,0-20000,0,21,1.0,True,True,False,False,True,565690,False
Sanctuary VR (Also contains non-VR version),2016-12-18,2016,12,Newgrange Game,Adventure;Free to Play;Indie;Early Access,0.0,0-20000,0,11,0.636,True,True,False,False,True,565730,True
Tomato Way,2016-12-07,2016,12,VladCastillo,Action;Adventure;Indie;Racing,3.18,100000-200000,100000,265,0.747,True,True,True,False,True,565860,False
Trainscape,2017-06-28,2017,6,Bit Toys,Indie;Simulation;Early Access,17.09,0-20000,0,6,1.0,True,False,False,False,True,565910,False
Evertree Inn,2017-01-20,2017,1,Hosted Games,Adventure;Indie;RPG,3.29,0-20000,0,21,0.714,True,False,False,False,True,565980,False
The Crypts of Anak Shaba - VR,2017-07-06,2017,7,Virtual Rage Studios LLC,Action;Adventure;Casual;Indie;RPG;Simulation,0.9,50000-100000,50000,82,0.378,True,False,True,False,True,566060,False
Bowling at the Lake,2016-12-08,2016,12,WhirlVFX,Casual;Indie;Sports,0.0,0-20000,0,16,0.562,True,True,False,False,True,566150,True
Zup! 6,2017-09-19,2017,9,Quiet River,Casual;Indie,0.9,50000-100000,50000,1126,0.934,True,False,True,True,True,566160,False
Fractal,2017-01-12,2017,1,Phosphene Designs LLC,Action;Adventure;Indie;Early Access,5.69,0-20000,0,5,0.6,True,False,False,False,True,566180,False
The Search,2017-04-13,2017,4,Jason Godbey,Adventure;Indie,3.18,20000-50000,20000,58,0.672,True,False,False,False,True,566190,False
"Minions, Monsters, and Madness",2017-01-10,2017,1,Adam Hebert,Adventure;Indie;RPG;Strategy,3.18,0-20000,0,5,0.8,True,False,False,False,True,566200,False
Brain In My Head,2016-12-12,2016,12,Tatyana Murzina,Action;Casual;Indie,0.9,200000-500000,200000,438,0.438,True,True,True,False,True,566220,False
An Octonaut Odyssey,2017-03-03,2017,3,Octo Studio,Adventure;Casual;Indie,4.55,0-20000,0,10,0.9,True,False,False,False,True,566320,False
Quizality,2017-03-14,2017,3,UV Games Ltd,Casual;Indie;Strategy,4.55,0-20000,0,12,0.75,True,False,False,False,True,566350,False
Speedball Arena,2017-10-25,2017,10,Reality Reflection,Indie;Sports,8.2,0-20000,0,38,0.789,True,False,False,False,True,566380,False
Once upon a time,2017-09-24,2017,9,Bruno MARTIOL,Adventure;Casual;Indie,0.0,0-20000,0,15,0.333,True,False,False,False,True,566410,True
Ultimus bellum,2017-11-08,2017,11,Lions Crayons Games,Indie;RPG;Strategy;Early Access,8.2,0-20000,0,28,0.679,True,True,False,False,True,566430,False
Mass Exodus,2017-05-04,2017,5,Polymerse,Action;Casual;Indie,12.53,0-20000,0,180,0.789,True,False,False,False,True,566530,False
Rule Your School,2016-12-15,2016,12,WeersProductions,Indie;Simulation,2.38,0-20000,0,38,0.447,True,True,False,False,True,566550,False
Fighters Unleashed,2016-12-27,2016,12,FLYNET STUDIOS,Action;Adventure;Indie,2.38,0-20000,0,14,0.143,True,True,False,False,True,566560,False
Hover Skate VR,2017-03-17,2017,3,Hyper Light Studios,Indie;Simulation;Sports;Early Access,7.97,0-20000,0,22,0.636,True,False,False,False,True,566570,False
DinoFense,2016-12-23,2016,12,Team 6,Action;Casual;Indie;Strategy,12.53,0-20000,0,1,1.0,True,True,False,False,True,566640,False
Save the Ninja Clan,2017-01-20,2017,1,Willz,Violent;Gore;Action;Adventure;Indie,0.9,50000-100000,50000,92,0.924,True,False,True,True,True,566670,False
Meriwether: An American Epic,2017-12-04,2017,12,Sortasoft LLC,Adventure;Indie;RPG;Early Access,12.98,0-20000,0,3,0.667,True,True,False,False,True,566690,False
Eye in the Sky,2017-12-05,2017,12,VinLia Games,Casual;Indie;Strategy,9.11,0-20000,0,49,1.0,True,True,False,False,True,566700,False
UMA-War VR,2017-01-05,2017,1,One Show,Casual;Indie,3.18,0-20000,0,3,0.333,True,False,False,False,True,566730,False
Crimson Trigger,2017-01-30,2017,1,Hitbear Studio,Action;Adventure;Indie,10.59,0-20000,0,22,0.864,True,False,False,False,True,566750,False
Beats Fever,2017-01-09,2017,1,Arrowiz,Action;Casual;Indie;Sports,12.98,0-20000,0,54,0.778,True,False,False,False,True,566780,False
AmaranTime Arena,2016-12-14,2016,12,Joshua Angeley,Action;Indie;Early Access,4.55,0-20000,0,1,0.0,True,True,False,False,True,566800,False
Pixel bomb! bomb!!,2016-12-14,2016,12,Uborm,Action;Indie,2.27,0-20000,0,1,0.0,True,True,False,False,True,566810,False
VR Monster Awakens,2016-12-22,2016,12,FIGHT4DREAM LIMITED,Action;Indie;Simulation;Early Access,11.39,0-20000,0,16,0.75,True,True,False,False,True,566870,False
Henry The Hamster Handler VR,2017-01-16,2017,1,Pocket Money Games,Casual;Indie,4.55,0-20000,0,23,0.87,True,False,False,False,True,566880,False
Wacky Wings VR,2017-01-16,2017,1,Pocket Money Games,Casual;Indie;Racing,4.55,0-20000,0,18,1.0,True,False,False,False,True,566900,False
Zombie Vikings: Stab-a-thon,2016-12-22,2016,12,Zoink Games,Action;Free to Play;Indie,0.0,20000-50000,20000,43,0.674,True,True,False,False,True,566910,True
EscapeVR: Trapped Above the Clouds,2017-11-13,2017,11,Five Mind Creations;Sourcenity,Adventure;Indie,10.59,0-20000,0,20,0.95,True,True,False,False,True,566970,False
Crashimals,2017-09-07,2017,9,Rogue Earth LLC,Action;Casual;Indie;Strategy,0.9,0-20000,0,10,1.0,True,False,False,False,True,566980,False
Tapocalypse,2016-12-16,2016,12,BEta - indie,Indie;Racing;RPG;Simulation,2.27,20000-50000,20000,87,0.632,True,True,False,False,True,567000,False
TILE,2016-12-09,2016,12,Egor Magurin,Casual;Indie,1.81,0-20000,0,23,0.261,True,True,False,False,True,567020,False
Under Leaves,2017-04-27,2017,4,Circus Atos,Casual;Indie,4.55,0-20000,0,243,0.975,True,False,False,True,True,567030,False
AffordaGolf Online,2016-12-22,2016,12,Oryzhon Studios,Casual;Indie;Sports,1.81,0-20000,0,39,0.333,True,True,False,False,True,567040,False
Putrefaction 2: Void Walker,2017-05-29,2017,5,Kazakov Oleg,Violent;Gore;Action;Indie,4.55,50000-100000,50000,181,0.796,True,False,True,False,True,567060,False
Wizards and Warlords,2017-03-16,2017,3,Valravn Games,Indie;RPG;Strategy;Early Access,12.53,0-20000,0,25,0.96,True,False,False,False,True,567080,False
Boogeyman 2,2017-02-07,2017,2,Barry McCabe,Indie;Strategy,4.55,0-20000,0,147,0.823,True,False,False,True,True,567130,False
Mystery Mine,2017-05-18,2017,5,LEVER Software,Adventure;Indie;RPG,3.64,100000-200000,100000,103,0.515,True,False,True,False,True,567170,False
Incorp Inc,2017-04-03,2017,4,HJO Creations,Adventure;Indie;Simulation;Strategy,3.29,0-20000,0,23,0.739,True,False,False,False,True,567200,False
Bunnyrama,2016-12-19,2016,12,Starwind Games,Adventure;Casual;Indie;Strategy,2.27,20000-50000,20000,46,0.913,True,True,False,False,True,567210,False
Scorch,2017-05-16,2017,5,CM Softworks Inc.,Action;Adventure;Casual;Indie,2.38,0-20000,0,21,0.619,True,False,False,False,True,567220,False
Cat Goes Platform,2017-03-17,2017,3,Void games,Action;Casual;Indie,1.81,100000-200000,100000,90,0.522,True,False,True,False,True,567250,False
Super Death Arena,2017-01-11,2017,1,Rigid-Soft,Violent;Gore;Action;Indie,6.83,0-20000,0,78,0.205,True,False,False,False,True,567260,False
HORROR OF THE DEEP,2017-01-13,2017,1,DRUNKEN APES,Action;Adventure;Casual;Indie;Early Access,6.37,0-20000,0,86,0.698,True,False,False,False,True,567270,False
Cube Runner,2016-12-13,2016,12,Just1337 Studio,Action;Casual;Indie,5.69,50000-100000,50000,618,0.883,True,True,True,True,True,567280,False
Slash It,2016-12-17,2016,12,Just1337 Studio,Action;Casual;Indie,5.69,50000-100000,50000,898,0.906,True,True,True,True,True,567290,False
VThree,2017-02-28,2017,2,2xMilk,Action;Indie;Racing;Early Access,6.6,0-20000,0,95,0.484,True,False,False,False,True,567320,False
The Deal,2017-02-17,2017,2,Orfeas Game Studio,Adventure;Casual;Indie;RPG;Strategy,5.69,0-20000,0,25,0.96,True,False,False,False,True,567340,False
Atomic 79,2017-01-13,2017,1,Get Color Games,Action,3.29,0-20000,0,72,0.958,True,False,False,True,True,567370,False
Heartbound,2018-12-24,2018,12,Pirate Software,Action;Adventure;Indie;RPG;Early Access,7.97,0-20000,0,585,0.966,True,True,False,True,False,567380,False
Dodge Master,2017-02-22,2017,2,Downpour Studios,Action;Indie;Racing,4.55,0-20000,0,1,1.0,True,False,False,False,True,567430,False
HEPH,2017-01-24,2017,1,"Creature of the Rise co.,ltd.",Gore;Action;Adventure;Indie,2.38,0-20000,0,18,0.722,True,False,False,False,True,567480,False
Duke of Alpha Centauri,2016-12-28,2016,12,Just1337 Studio,Action;Casual;Indie,5.69,50000-100000,50000,299,0.786,True,True,True,False,True,567580,False
RYAN BLACK,2017-01-14,2017,1,Trazzy Entertainment,Action;Adventure;Indie,2.27,20000-50000,20000,40,0.45,True,False,False,False,True,567600,False
The Strayed,2017-01-02,2017,1,Rza Ibrahimov,Adventure;Indie;Early Access,3.29,0-20000,0,2,0.5,True,False,False,False,True,567620,False
Baseball Riot,2017-01-17,2017,1,10tons Ltd,Casual;Indie;Sports,4.55,0-20000,0,14,0.5,True,False,False,False,True,567660,False
Serious Sam 3 VR: BFE,2017-11-09,2017,11,Croteam VR,Action;Indie,35.33,20000-50000,20000,259,0.896,True,True,False,True,True,567670,False
The Pasture,2017-01-17,2017,1,Mikhail Maksimov,Nudity;Casual;Indie;Simulation,0.9,200000-500000,200000,148,0.486,True,False,True,False,True,567680,False
Gamer Career Tycoon,2018-03-29,2018,3,Raptor Claw Games,Casual;Indie;RPG;Simulation,5.92,0-20000,0,172,0.802,True,False,False,True,False,567750,False
Satellite Repairman,2017-02-02,2017,2,Nuno Donato,Action;Casual;Indie,3.41,0-20000,0,28,0.643,True,False,False,False,True,567780,False
12 Labours of Hercules VI: Race for Olympus (Platinum Edition),2016-12-21,2016,12,Jetdogs Studios;Zoom Out Games,Casual;Indie;Strategy,2.27,0-20000,0,126,0.913,True,True,False,True,True,567800,False
Brush Up VR,2017-02-01,2017,2,Games That Work,Casual;Indie;Early Access,0.9,0-20000,0,5,0.6,True,False,False,False,True,567840,False
Passage 4,2016-12-13,2016,12,Netmin Games,Casual;Indie,6.83,0-20000,0,9,0.889,True,True,False,False,True,567860,False
Zero-G,2017-01-13,2017,1,Søren Trautner Madsen,Action;Indie;Sports,6.37,0-20000,0,15,0.867,True,False,False,False,True,567890,False
Santa Rockstar,2016-12-13,2016,12,Bekho Team,Casual;Indie,5.69,0-20000,0,36,0.778,True,True,False,False,True,567980,False
Macbat 64,2017-03-17,2017,3,Siactro,Action;Indie,1.93,0-20000,0,91,0.857,True,False,False,True,True,568040,False
